1	0
3	0
20	0
42	0
92	0
99	0
105	0
1	0
3	1
20	0
42	0
92	0
99	0
105	0
1	0
3	0
20	0
42	0
92	1
99	0
105	0
1	0
3	1
20	0
42	0
92	1
99	0
105	0
1	0
3	1
20	0
42	0
92	0
99	0
105	0
1	0
3	2
20	0
42	0
92	0
99	0
105	0
1	0
3	1
20	0
42	0
92	1
99	0
105	0
1	0
3	2
20	0
42	0
92	1
99	0
105	0
1	0
3	1
20	0
42	0
92	0
99	0
105	0
1	0
3	2
20	0
42	0
92	0
99	0
105	0
1	0
3	1
20	0
42	0
92	1
99	0
105	0
1	0
3	2
20	0
42	0
92	1
99	0
105	0
1	0
3	2
20	0
42	0
92	0
99	0
105	0
1	0
3	3
20	0
42	0
92	0
99	0
105	0
1	0
3	2
20	0
42	0
92	1
99	0
105	0
1	0
3	3
20	0
42	0
92	1
99	0
105	0
1	0
3	1
20	0
42	0
92	0
99	0
105	0
1	0
3	2
20	0
42	0
92	0
99	0
105	0
1	0
3	1
20	0
42	0
92	1
99	0
105	0
1	0
3	2
20	0
42	0
92	1
99	0
105	0
1	0
3	2
20	0
42	0
92	0
99	0
105	0
1	0
3	3
20	0
42	0
92	0
99	0
105	0
1	0
3	2
20	0
42	0
92	1
99	0
105	0
1	0
3	3
20	0
42	0
92	1
99	0
105	0
1	0
3	2
20	0
42	0
92	0
99	0
105	0
1	0
3	3
20	0
42	0
92	0
99	0
105	0
1	0
3	2
20	0
42	0
92	1
99	0
105	0
1	0
3	3
20	0
42	0
92	1
99	0
105	0
1	0
3	3
20	0
42	0
92	0
99	0
105	0
1	0
3	4
20	0
42	0
92	0
99	0
105	0
1	0
3	3
20	0
42	0
92	1
99	0
105	0
1	0
3	4
20	0
42	0
92	1
99	0
105	0
1	0
3	0
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	0
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	4
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	4
20	0
42	1
92	1
99	0
105	0
1	0
3	0
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	0
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	4
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	4
20	0
42	1
92	1
99	0
105	0
1	0
3	0
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	0
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	4
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	4
20	0
42	2
92	1
99	0
105	0
1	0
3	0
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	0
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	4
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	4
20	0
42	1
92	1
99	0
105	0
1	0
3	0
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	0
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	4
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	4
20	0
42	2
92	1
99	0
105	0
1	0
3	0
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	0
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	1
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	1
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	2
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	2
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	3
20	0
42	2
92	0
99	0
105	0
1	0
3	4
20	0
42	2
92	0
99	0
105	0
1	0
3	3
20	0
42	2
92	1
99	0
105	0
1	0
3	4
20	0
42	2
92	1
99	0
105	0
1	0
3	0
20	0
42	3
92	0
99	0
105	0
1	0
3	1
20	0
42	3
92	0
99	0
105	0
1	0
3	0
20	0
42	3
92	1
99	0
105	0
1	0
3	1
20	0
42	3
92	1
99	0
105	0
1	0
3	1
20	0
42	3
92	0
99	0
105	0
1	0
3	2
20	0
42	3
92	0
99	0
105	0
1	0
3	1
20	0
42	3
92	1
99	0
105	0
1	0
3	2
20	0
42	3
92	1
99	0
105	0
1	0
3	1
20	0
42	3
92	0
99	0
105	0
1	0
3	2
20	0
42	3
92	0
99	0
105	0
1	0
3	1
20	0
42	3
92	1
99	0
105	0
1	0
3	2
20	0
42	3
92	1
99	0
105	0
1	0
3	2
20	0
42	3
92	0
99	0
105	0
1	0
3	3
20	0
42	3
92	0
99	0
105	0
1	0
3	2
20	0
42	3
92	1
99	0
105	0
1	0
3	3
20	0
42	3
92	1
99	0
105	0
1	0
3	1
20	0
42	3
92	0
99	0
105	0
1	0
3	2
20	0
42	3
92	0
99	0
105	0
1	0
3	1
20	0
42	3
92	1
99	0
105	0
1	0
3	2
20	0
42	3
92	1
99	0
105	0
1	0
3	2
20	0
42	3
92	0
99	0
105	0
1	0
3	3
20	0
42	3
92	0
99	0
105	0
1	0
3	2
20	0
42	3
92	1
99	0
105	0
1	0
3	3
20	0
42	3
92	1
99	0
105	0
1	0
3	2
20	0
42	3
92	0
99	0
105	0
1	0
3	3
20	0
42	3
92	0
99	0
105	0
1	0
3	2
20	0
42	3
92	1
99	0
105	0
1	0
3	3
20	0
42	3
92	1
99	0
105	0
1	0
3	3
20	0
42	3
92	0
99	0
105	0
1	0
3	4
20	0
42	3
92	0
99	0
105	0
1	0
3	3
20	0
42	3
92	1
99	0
105	0
1	0
3	4
20	0
42	3
92	1
99	0
105	0
1	0
3	0
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	0
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	1
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	1
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	2
20	0
42	1
92	0
99	0
105	0
1	0
3	3
20	0
42	1
92	0
99	0
105	0
1	0
3	2
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
42	1
92	1
99	0
105	0
1	0
3	3
20	0
